sample_site,x,y,sample_comment,sample_type,date,pce_µg_l
NI15-Ö16-biflöde,427322.3428,6654993.542,NI15-Ö16-tilløb,Grab sample,2016-06-17,8.2
NI15-Ö16-biflöde,427322.3428,6654993.542,NI15-Ö16-biflöde,Grab sample,2017-05-15,16
NI15-Ö26,427537.7772,6655098.968,NI15-Ö26,Grab sample,2017-06-28,<0.020
NI15-Ö26,427537.7772,6655098.968,#1 - örback opstrøm (v NI-1),Grab sample,2017-05-15,"<0,020"
NI15-Ö26,427537.7772,6655098.968,NI15-Ö26,Grab sample,2016-11-21,"<0,020"
NI15-Ö26,427537.7772,6655098.968,NI15-Ö26,Grab sample,2016-09-13,"<0,020"
NI15-Ö26,427537.7772,6655098.968,NI15-Ö26,Grab sample,2016-06-17,"<0,020"
NI15-Ö26,427537.7772,6655098.968,NI15-Ö26,Grab sample,2016-02-26,"<0,020"
NI15-Ö26,427537.7772,6655098.968,NI15-Ö26,Grab sample,2015-12-01,"<0,020"
NI15-Ö27,427496.8086,6655035.316,NI15-Ö27,Grab sample,2016-06-17,"<0,020"
NI15-Ö27,427496.8086,6655035.316,NI15-Ö27,Grab sample,2015-12-01,"<0,020"
NI15-Ö28,427464.563,6654906.503,NI15-Ö28,Grab sample,2016-06-17,0.024
NI15-Ö28,427464.563,6654906.503,NI15-Ö28,Grab sample,2017-06-28,<0.020
NI15-Ö28,427464.563,6654906.503,#2 - örback (v NI-4),Grab sample,2017-05-15,"<0,020"
NI15-Ö28,427464.563,6654906.503,NI15-Ö28,Grab sample,2016-11-21,"<0,020"
NI15-Ö28,427464.563,6654906.503,NI15-Ö28,Grab sample,2016-09-13,"<0,020"
NI15-Ö28,427464.563,6654906.503,NI15-Ö28,Grab sample,2016-02-26,"<0,020"
NI15-Ö28,427464.563,6654906.503,NI15-Ö28,Grab sample,2015-12-01,"<0,020"
NI15-Ö28A,427439.6321,6654902.228,NI15-Ö28A,Grab sample,2017-06-28,<0.020
NI15-Ö28A,427439.6321,6654902.228,NI15-Ö28A,Grab sample,2017-05-15,"<0,020"
NI15-Ö28A,427439.6321,6654902.228,NI15-Ö28A,Grab sample,2016-11-21,"<0,020"
NI15-Ö28A,427439.6321,6654902.228,NI15-Ö28A,Grab sample,2016-09-13,"<0,020"
NI15-Ö28A,427439.6321,6654902.228,NI15-Ö28A,Grab sample,2016-02-26,"<0,020"
NI15-Ö28B,427439.6547,6654903.228,NI15-Ö28B,Grab sample,2016-11-21,"<0,020"
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2017-08-29,11
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2015-12-01,0.13
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2017-06-28,0.052
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2016-06-17,0.048
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2017-01-30,0.029
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2017-05-15,"<0,020"
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2016-11-21,"<0,020"
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2016-09-13,"<0,020"
NI15-Ö29,427416.7099,6654904.258,NI15-Ö29,Grab sample,2016-02-26,"<0,020"
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30 28/8/17,Grab sample,2017-08-28,7.9
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30,Grab sample,2016-02-26,6.7
NI15-Ö30,427388.9266,6654933.106,#64 - NI15-Ö9,Grab sample,2017-05-15,6.3
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30,Grab sample,2017-06-28,5.5
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30,Grab sample,2016-11-21,4.7
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30,Grab sample,2016-09-13,4.4
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30,Grab sample,2017-01-30,2.6
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30,Grab sample,2016-06-17,12
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30 29/8/17,Grab sample,2017-08-29,11
NI15-Ö30,427388.9266,6654933.106,NI15-Ö30,Grab sample,2015-12-01,1.2
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2017-01-30,8.4
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2016-06-17,31
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2017-06-28,30
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2015-12-01,2.6
NI15-Ö31,427342.6592,6654961.713,#40 - NI-12,Grab sample,2017-05-15,19
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2017-08-29,17
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2016-02-26,15
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2016-11-21,13
NI15-Ö31,427342.6592,6654961.713,NI15-Ö31,Grab sample,2016-09-13,12
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2017-01-30,7.7
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2015-12-01,3
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2016-06-17,29
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2017-06-28,25
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2017-08-29,19
NI15-Ö32,427332.1978,6654979.689,#71 - nedströms NI16-Ö8,Grab sample,2017-05-15,17
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2016-09-12,16
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2016-02-26,15
NI15-Ö32,427332.1978,6654979.689,NI15-Ö32,Grab sample,2016-11-21,13
NI15-Ö33,427304.6882,6654981.109,NI15-Ö33,Grab sample,2015-12-01,4.2
NI15-Ö33,427304.6882,6654981.109,NI15-Ö33,Grab sample,2016-06-17,39
NI15-Ö33,427304.6882,6654981.109,NI15-Ö33,Grab sample,2017-06-28,33
NI15-Ö33,427304.6882,6654981.109,NI15-Ö33,Grab sample,2017-08-29,18
NI15-Ö33,427304.6882,6654981.109,NI15-Ö33,Grab sample,2016-02-26,18
NI15-Ö33,427304.6882,6654981.109,NI15-Ö33,Grab sample,2016-09-12,17
NI15-Ö33,427304.6882,6654981.109,#6 - Nedstrøms NI15-Ö18,Grab sample,2017-05-15,16
NI15-Ö33,427304.6882,6654981.109,NI15-Ö33,Grab sample,2016-11-21,15
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2015-12-01,460
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2016-11-21,450
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2016-02-26,380
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2016-09-12,250
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2017-05-15,230
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2016-06-17,230
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2017-08-29,140
NI15-Ö34,427291.5384,6654968.993,NI15-Ö34,Grab sample,2017-06-28,140
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2016-06-17,31
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2015-12-01,3.2
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2017-06-28,26
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2017-08-29,18
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2017-05-15,17
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2016-02-26,17
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2016-09-12,15
NI15-Ö35,427294.3559,6654961.399,NI15-Ö35,Grab sample,2016-11-21,14
NI15-Ö36,427276.4202,6654937.278,NI15-Ö36,Grab sample,2015-12-01,4.4
NI15-Ö36,427276.4202,6654937.278,NI15-Ö36,Grab sample,2016-06-17,37
NI15-Ö36,427276.4202,6654937.278,NI15-Ö36,Grab sample,2017-06-28,28
NI15-Ö36,427276.4202,6654937.278,NI15-Ö36,Grab sample,2016-02-26,23
NI15-Ö36,427276.4202,6654937.278,#68 - NI16-Ö21,Grab sample,2017-05-15,19
NI15-Ö36,427276.4202,6654937.278,NI15-Ö36,Grab sample,2016-09-12,18
NI15-Ö36,427276.4202,6654937.278,NI15-Ö36,Grab sample,2016-11-21,15
NI15-Ö37,427217.1736,6654911.654,NI15-Ö37,Grab sample,2015-12-01,4
NI15-Ö37,427217.1736,6654911.654,NI15-Ö37,Grab sample,2016-06-17,37
NI15-Ö37,427217.1736,6654911.654,NI15-Ö37,Grab sample,2017-06-28,27
NI15-Ö37,427217.1736,6654911.654,NI15-Ö37,Grab sample,2017-08-29,23
NI15-Ö37,427217.1736,6654911.654,NI15-Ö37,Grab sample,2016-02-26,23
NI15-Ö37,427217.1736,6654911.654,NI15-Ö37,Grab sample,2016-09-12,20
NI15-Ö37,427217.1736,6654911.654,#81 - NI15-Ö37,Grab sample,2017-05-15,18
NI15-Ö37,427217.1736,6654911.654,NI15-Ö37,Grab sample,2016-11-21,16
NI15-Ö38,427201.1739,6654935.415,NI15-Ö38,Grab sample,2016-06-17,59
NI15-Ö38,427201.1739,6654935.415,NI15-Ö38,Grab sample,2015-12-01,5
NI15-Ö38,427201.1739,6654935.415,NI15-Ö38,Grab sample,2016-09-12,48
NI15-Ö38,427201.1739,6654935.415,NI15-Ö38,Grab sample,2017-06-28,41
NI15-Ö38,427201.1739,6654935.415,NI15-Ö38,Grab sample,2017-08-29,29
NI15-Ö38,427201.1739,6654935.415,NI15-Ö38,Grab sample,2016-02-26,25
NI15-Ö38,427201.1739,6654935.415,#80 - NI15-Ö38,Grab sample,2017-05-15,23
NI15-Ö38,427201.1739,6654935.415,NI15-Ö38,Grab sample,2016-11-21,23
NI15-Ö39,427164.0269,6654945.117,NI15-Ö39,Grab sample,2016-06-17,79
NI15-Ö39,427164.0269,6654945.117,NI15-Ö39,Grab sample,2017-06-28,49
NI15-Ö39,427164.0269,6654945.117,#9 - NI15-Ö48,Grab sample,2017-05-15,45
NI15-Ö39,427164.0269,6654945.117,NI15-Ö39,Grab sample,2016-09-12,40
NI15-Ö39,427164.0269,6654945.117,NI15-Ö39,Grab sample,2016-11-21,29
NI15-Ö39,427164.0269,6654945.117,NI15-Ö39,Grab sample,2016-02-26,230
NI15-Ö39,427164.0269,6654945.117,NI15-Ö39,Grab sample,2017-08-29,22
NI15-Ö39,427164.0269,6654945.117,NI15-Ö39,Grab sample,2015-12-01,12
NI15-Ö42A,427176.7611,6654945.348,NI15-Ö42A,Grab sample,2016-02-26,700
NI15-Ö42A,427176.7611,6654945.348,NI15-Ö42A,Grab sample,2017-05-15,650
NI15-Ö42A,427176.7611,6654945.348,NI15-Ö42A,Grab sample,2016-06-17,630
NI15-Ö42A,427176.7611,6654945.348,NI15-Ö42A,Grab sample,2017-08-29,580
NI15-Ö42A,427176.7611,6654945.348,NI15-Ö42A,Grab sample,2017-06-28,520
NI15-Ö42A,427176.7611,6654945.348,NI15-Ö42A,Grab sample,2016-11-21,470
NI15-Ö42A,427176.7611,6654945.348,NI15-Ö42A,Grab sample,2016-09-12,40
NI15-Ö43,427071.1828,6654946.641,NI15-Ö43,Grab sample,2015-12-01,8
NI15-Ö43,427071.1828,6654946.641,NI15-Ö43,Grab sample,2016-06-17,69
NI15-Ö43,427071.1828,6654946.641,NI15-Ö43,Grab sample,2016-02-26,61
NI15-Ö43,427071.1828,6654946.641,NI15-Ö43,Grab sample,2017-06-28,48
NI15-Ö43,427071.1828,6654946.641,NI15-Ö43,Grab sample,2016-09-12,40
NI15-Ö43,427071.1828,6654946.641,NI15-Ö43,Grab sample,2017-08-29,38
NI15-Ö43,427071.1828,6654946.641,#10 - Betong tröskel,Grab sample,2017-05-15,33
NI15-Ö43,427071.1828,6654946.641,NI15-Ö43,Grab sample,2016-11-21,31
NI16-Ö11,427342.1265,6654992.243,NI16-Ö11,Grab sample,2016-06-17,91
NI16-Ö11,427342.1265,6654992.243,NI16-Ö11,Grab sample,2016-11-21,84
NI16-Ö11,427342.1265,6654992.243,NI16-Ö11,Grab sample,2016-02-26,77
NI16-Ö11,427342.1265,6654992.243,NI16-Ö11,Grab sample,2017-06-28,7.3
NI16-Ö11,427342.1265,6654992.243,NI16-Ö11,Grab sample,2017-05-15,19
NI16-Ö13,427382.4028,6654952.313,NI16-Ö13,Grab sample,2016-11-21,95
NI16-Ö13,427382.4028,6654952.313,NI16-Ö13,Grab sample,2016-06-17,83
NI16-Ö13,427382.4028,6654952.313,NI16-Ö13,Grab sample,2017-05-15,68
NI16-Ö13,427382.4028,6654952.313,NI16-Ö13,Grab sample,2017-06-28,52
NI16-Ö13,427382.4028,6654952.313,NI16-Ö13,Grab sample,2017-08-29,50
NI16-Ö13,427382.4028,6654952.313,NI16-Ö13,Grab sample,2016-02-26,45
NI16-Ö25,427188.6034,6654941.08,NI16-Ö25,Grab sample,2016-06-17,2500
NI16-Ö25,427188.6034,6654941.08,NI16-Ö25,Grab sample,2016-11-21,1100
NI17-Ö1,427401.689,6654906.892,NI17-Ö1,Grab sample,2017-08-29,12
NI17-Ö1,427401.689,6654906.892,NI17-Ö1,Grab sample,2017-06-28,0.11
NI17-Ö1,427401.689,6654906.892,#49 - NI-6,Grab sample,2017-05-15,0.095
NI17-Ö10,427175.5551,6654942.593,NI17-Ö10,Grab sample,2017-06-28,47
NI17-Ö10,427175.5551,6654942.593,NI17-Ö10,Grab sample,2017-05-15,36
NI17-Ö10,427175.5551,6654942.593,NI17-Ö10,Grab sample,2017-08-29,30
NI17-Ö11,427169.2342,6654949.844,NI17-Ö11,Grab sample,2017-05-15,430
NI17-Ö11,427169.2342,6654949.844,NI17-Ö11,Grab sample,2017-08-29,320
NI17-Ö11,427169.2342,6654949.844,NI17-Ö11,Grab sample,2017-06-28,300
NI17-Ö14,427123.557,6654949.281,NI17-Ö14,Grab sample,2017-06-28,49
NI17-Ö14,427123.557,6654949.281,#69 - uppströms betontroskel,Grab sample,2017-05-15,39
NI17-Ö14,427123.557,6654949.281,NI17-Ö14,Grab sample,2017-08-29,21
NI17-Ö15,427025.384,6654933.472,NI17-Ö15,Grab sample,2017-06-28,44
NI17-Ö15,427025.384,6654933.472,NI17-Ö15,Grab sample,2017-08-29,37
NI17-Ö15,427025.384,6654933.472,NI17-Ö15,Grab sample,2017-05-15,30
NI17-Ö16,426293.9665,6655435.404,#11 - Sø nedstrøms - recipient,Grab sample,2017-05-15,8
NI17-Ö16,426293.9665,6655435.404,NI17-Ö16,Grab sample,2017-06-28,5.3
NI17-Ö2,427390.1006,6654912.939,NI17-Ö2,Grab sample,2017-05-15,3.8
NI17-Ö2,427390.1006,6654912.939,NI17-Ö2,Grab sample,2017-08-29,13
NI17-Ö2,427390.1006,6654912.939,NI17-Ö2,Grab sample,2017-06-28,1.6
NI17-Ö3,427392.8893,6654918.384,NI17-Ö3,Grab sample,2017-06-28,4.5
NI17-Ö3,427392.8893,6654918.384,NI17-Ö3 29/8/17,Grab sample,2017-08-29,17
NI17-Ö3,427392.8893,6654918.384,NI17-Ö3 28/8/17,Grab sample,2017-08-28,15
NI17-Ö3,427392.8893,6654918.384,#3 - NI15-Ö1,Grab sample,2017-05-15,1.9
NI17-Ö4,427385.7787,6654937.824,NI17-Ö4 30/8/17,Grab sample,2017-08-30,9.6
NI17-Ö4,427385.7787,6654937.824,NI17-Ö4,Grab sample,2017-06-28,31
NI17-Ö4,427385.7787,6654937.824,NI17-Ö4,Grab sample,2017-05-15,25
NI17-Ö5,427379.4659,6654945.43,NI17-Ö5,Grab sample,2017-06-28,37
NI17-Ö5,427379.4659,6654945.43,NI17-Ö5,Grab sample,2017-05-15,24
NI17-Ö5,427379.4659,6654945.43,NI17-Ö5,Grab sample,2017-08-29,19
NI17-Ö6,427373.7161,6654950.447,NI17-Ö6,Grab sample,2017-06-28,38
NI17-Ö6,427373.7161,6654950.447,NI17-Ö6,Grab sample,2017-05-15,18
NI17-Ö6,427373.7161,6654950.447,NI17-Ö6,Grab sample,2017-08-29,16
NI17-Ö7,427212.937,6654920.157,NI17-Ö7,Grab sample,2017-06-28,29
NI17-Ö7,427212.937,6654920.157,NI17-Ö7,Grab sample,2017-08-29,20
NI17-Ö7,427212.937,6654920.157,#8 - NI15-Ö20,Grab sample,2017-05-15,20
NI17-Ö8,427205.5262,6654930.275,NI17-Ö8,Grab sample,2017-06-28,31
NI17-Ö8,427205.5262,6654930.275,NI17-Ö8,Grab sample,2017-08-29,23
NI17-Ö8,427205.5262,6654930.275,NI17-Ö8,Grab sample,2017-05-15,22
NI17-Ö9,427188.0856,6654938.844,NI17-Ö9,Grab sample,2017-06-28,46
NI17-Ö9,427188.0856,6654938.844,NI17-Ö9,Grab sample,2017-08-29,37
NI17-Ö9,427188.0856,6654938.844,NI17-Ö9,Grab sample,2017-05-15,37
S1,427538.1987,6655099.917,S1,Grab sample,2018-11-09,"<0,020"
S10,426467.817,6655061.291,S10,Grab sample,2018-11-09,35
S2,427464.9216,6654906.704,S2,Grab sample,2018-11-09,"<0,020"
S3,427388.8423,6654932.918,S3,Grab sample,2018-11-09,8.1
S3a,427362.4403,6654957.865,S3a,Grab sample,2018-11-09,18
S4,427342.9302,6654961.757,S4,Grab sample,2018-11-09,16
S4 GS,427342.9302,6654961.757,S4 GS,Grab sample,2018-11-09,21
S4a,427327.7459,6654979.15,S4a,Grab sample,2018-11-09,12
S5,427303.8295,6654978.783,S5,Grab sample,2018-11-09,30
S6,427275.9509,6654937.309,S6,Grab sample,2018-11-09,14
S6 GS,427275.9509,6654937.309,S6 GS,Grab sample,2018-11-09,16
S7,427217.52,6654911.496,S7,Grab sample,2019-10-15,2.3
S7,427217.52,6654911.496,S7,Grab sample,2018-11-09,18
S7,427217.52,6654911.496,S7,Grab sample,2018-11-01,12
S8a,427164.0917,6654944.886,S8a,Grab sample,2018-11-09,43
S8B,427116.4943,6654950.125,S8B,Grab sample,2018-11-09,39
S9,427070.6368,6654948.755,S9,Grab sample,2018-11-09,44
S9,427070.6368,6654948.755,S9,Grab sample,2019-10-15,4.3
S9,427070.6368,6654948.755,S9,Grab sample,2018-11-01,30
S9 GS,427070.6368,6654948.755,S9 GS,Grab sample,2018-11-09,44
U1a-00,427394.58,6654920.494,U1a-00,Grab sample,2017-05-15,9.7
