,sidx,idx_strs,pargp9,parval1_9,9
175,"(22, 0, 169, 364)",idx0:22_idx1:0_idx2:169_idx3:364,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
176,"(570, 0, 54, 129)",idx0:570_idx1:0_idx2:54_idx3:129,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
177,"(672, 0, 12, 71)",idx0:672_idx1:0_idx2:12_idx3:71,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
178,"(669, 0, 13, 73)",idx0:669_idx1:0_idx2:13_idx3:73,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
179,"(319, 0, 133, 222)",idx0:319_idx1:0_idx2:133_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
180,"(248, 0, 179, 221)",idx0:248_idx1:0_idx2:179_idx3:221,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
181,"(46, 0, 163, 350)",idx0:46_idx1:0_idx2:163_idx3:350,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
182,"(419, 0, 119, 199)",idx0:419_idx1:0_idx2:119_idx3:199,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
183,"(416, 0, 120, 201)",idx0:416_idx1:0_idx2:120_idx3:201,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
184,"(265, 0, 170, 221)",idx0:265_idx1:0_idx2:170_idx3:221,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
185,"(268, 0, 169, 222)",idx0:268_idx1:0_idx2:169_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
186,"(629, 0, 33, 93)",idx0:629_idx1:0_idx2:33_idx3:93,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
187,"(622, 0, 35, 97)",idx0:622_idx1:0_idx2:35_idx3:97,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
188,"(48, 0, 162, 349)",idx0:48_idx1:0_idx2:162_idx3:349,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
189,"(310, 0, 137, 218)",idx0:310_idx1:0_idx2:137_idx3:218,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
190,"(519, 0, 82, 152)",idx0:519_idx1:0_idx2:82_idx3:152,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
191,"(625, 0, 34, 95)",idx0:625_idx1:0_idx2:34_idx3:95,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
192,"(467, 0, 116, 162)",idx0:467_idx1:0_idx2:116_idx3:162,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
193,"(696, 0, 0, 59)",idx0:696_idx1:0_idx2:0_idx3:59,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
194,"(439, 0, 121, 183)",idx0:439_idx1:0_idx2:121_idx3:183,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
195,"(546, 0, 68, 139)",idx0:546_idx1:0_idx2:68_idx3:139,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
196,"(561, 0, 59, 133)",idx0:561_idx1:0_idx2:59_idx3:133,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
197,"(34, 0, 162, 359)",idx0:34_idx1:0_idx2:162_idx3:359,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
198,"(564, 0, 57, 132)",idx0:564_idx1:0_idx2:57_idx3:132,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
199,"(620, 0, 36, 98)",idx0:620_idx1:0_idx2:36_idx3:98,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
200,"(624, 0, 34, 96)",idx0:624_idx1:0_idx2:34_idx3:96,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
201,"(79, 0, 160, 325)",idx0:79_idx1:0_idx2:160_idx3:325,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
202,"(559, 0, 60, 134)",idx0:559_idx1:0_idx2:60_idx3:134,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
203,"(562, 0, 58, 133)",idx0:562_idx1:0_idx2:58_idx3:133,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
204,"(552, 0, 64, 137)",idx0:552_idx1:0_idx2:64_idx3:137,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
205,"(358, 0, 119, 215)",idx0:358_idx1:0_idx2:119_idx3:215,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
206,"(327, 0, 131, 228)",idx0:327_idx1:0_idx2:131_idx3:228,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
207,"(157, 0, 190, 278)",idx0:157_idx1:0_idx2:190_idx3:278,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
208,"(370, 0, 118, 222)",idx0:370_idx1:0_idx2:118_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
209,"(681, 0, 7, 67)",idx0:681_idx1:0_idx2:7_idx3:67,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
210,"(687, 0, 5, 63)",idx0:687_idx1:0_idx2:5_idx3:63,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
211,"(602, 0, 41, 111)",idx0:602_idx1:0_idx2:41_idx3:111,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
212,"(605, 0, 40, 109)",idx0:605_idx1:0_idx2:40_idx3:109,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
213,"(149, 0, 186, 282)",idx0:149_idx1:0_idx2:186_idx3:282,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
214,"(40, 0, 162, 355)",idx0:40_idx1:0_idx2:162_idx3:355,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
215,"(679, 0, 8, 68)",idx0:679_idx1:0_idx2:8_idx3:68,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
216,"(505, 0, 92, 156)",idx0:505_idx1:0_idx2:92_idx3:156,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
217,"(522, 0, 80, 151)",idx0:522_idx1:0_idx2:80_idx3:151,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
218,"(162, 0, 191, 274)",idx0:162_idx1:0_idx2:191_idx3:274,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
219,"(619, 0, 36, 99)",idx0:619_idx1:0_idx2:36_idx3:99,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
220,"(489, 0, 103, 158)",idx0:489_idx1:0_idx2:103_idx3:158,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
221,"(227, 0, 190, 230)",idx0:227_idx1:0_idx2:190_idx3:230,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
222,"(42, 0, 162, 353)",idx0:42_idx1:0_idx2:162_idx3:353,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
223,"(472, 0, 114, 159)",idx0:472_idx1:0_idx2:114_idx3:159,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
224,"(589, 0, 46, 119)",idx0:589_idx1:0_idx2:46_idx3:119,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
225,"(352, 0, 123, 217)",idx0:352_idx1:0_idx2:123_idx3:217,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
226,"(225, 0, 191, 231)",idx0:225_idx1:0_idx2:191_idx3:231,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
227,"(58, 0, 160, 341)",idx0:58_idx1:0_idx2:160_idx3:341,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
228,"(360, 0, 118, 216)",idx0:360_idx1:0_idx2:118_idx3:216,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
229,"(204, 0, 199, 243)",idx0:204_idx1:0_idx2:199_idx3:243,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
230,"(376, 0, 114, 222)",idx0:376_idx1:0_idx2:114_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
231,"(130, 0, 174, 289)",idx0:130_idx1:0_idx2:174_idx3:289,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
232,"(6, 0, 174, 375)",idx0:6_idx1:0_idx2:174_idx3:375,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
233,"(543, 0, 69, 141)",idx0:543_idx1:0_idx2:69_idx3:141,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
234,"(689, 0, 4, 62)",idx0:689_idx1:0_idx2:4_idx3:62,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
235,"(1, 0, 176, 378)",idx0:1_idx1:0_idx2:176_idx3:378,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
236,"(175, 0, 191, 264)",idx0:175_idx1:0_idx2:191_idx3:264,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
237,"(301, 0, 142, 222)",idx0:301_idx1:0_idx2:142_idx3:222,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
238,"(541, 0, 70, 142)",idx0:541_idx1:0_idx2:70_idx3:142,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
239,"(61, 0, 159, 339)",idx0:61_idx1:0_idx2:159_idx3:339,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
240,"(659, 0, 18, 78)",idx0:659_idx1:0_idx2:18_idx3:78,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
241,"(502, 0, 94, 157)",idx0:502_idx1:0_idx2:94_idx3:157,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
242,"(92, 0, 163, 315)",idx0:92_idx1:0_idx2:163_idx3:315,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
243,"(444, 0, 122, 179)",idx0:444_idx1:0_idx2:122_idx3:179,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
244,"(309, 0, 137, 219)",idx0:309_idx1:0_idx2:137_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
245,"(665, 0, 15, 75)",idx0:665_idx1:0_idx2:15_idx3:75,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
246,"(137, 0, 177, 285)",idx0:137_idx1:0_idx2:177_idx3:285,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
247,"(88, 0, 162, 318)",idx0:88_idx1:0_idx2:162_idx3:318,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
248,"(410, 0, 121, 206)",idx0:410_idx1:0_idx2:121_idx3:206,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
249,"(216, 0, 196, 235)",idx0:216_idx1:0_idx2:196_idx3:235,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
250,"(313, 0, 136, 219)",idx0:313_idx1:0_idx2:136_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
251,"(84, 0, 161, 321)",idx0:84_idx1:0_idx2:161_idx3:321,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
252,"(336, 0, 125, 227)",idx0:336_idx1:0_idx2:125_idx3:227,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
253,"(259, 0, 171, 218)",idx0:259_idx1:0_idx2:171_idx3:218,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
254,"(688, 0, 4, 63)",idx0:688_idx1:0_idx2:4_idx3:63,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
255,"(133, 0, 175, 287)",idx0:133_idx1:0_idx2:175_idx3:287,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
256,"(314, 0, 135, 219)",idx0:314_idx1:0_idx2:135_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
257,"(581, 0, 47, 126)",idx0:581_idx1:0_idx2:47_idx3:126,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
258,"(611, 0, 38, 105)",idx0:611_idx1:0_idx2:38_idx3:105,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
259,"(279, 0, 161, 225)",idx0:279_idx1:0_idx2:161_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
260,"(405, 0, 122, 209)",idx0:405_idx1:0_idx2:122_idx3:209,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
261,"(526, 0, 78, 149)",idx0:526_idx1:0_idx2:78_idx3:149,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
262,"(56, 0, 161, 342)",idx0:56_idx1:0_idx2:161_idx3:342,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
263,"(189, 0, 195, 254)",idx0:189_idx1:0_idx2:195_idx3:254,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
264,"(578, 0, 49, 126)",idx0:578_idx1:0_idx2:49_idx3:126,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
265,"(504, 0, 92, 157)",idx0:504_idx1:0_idx2:92_idx3:157,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
266,"(72, 0, 159, 331)",idx0:72_idx1:0_idx2:159_idx3:331,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
267,"(576, 0, 51, 126)",idx0:576_idx1:0_idx2:51_idx3:126,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
268,"(458, 0, 119, 168)",idx0:458_idx1:0_idx2:119_idx3:168,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
269,"(55, 0, 161, 343)",idx0:55_idx1:0_idx2:161_idx3:343,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
270,"(485, 0, 106, 157)",idx0:485_idx1:0_idx2:106_idx3:157,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
271,"(574, 0, 52, 127)",idx0:574_idx1:0_idx2:52_idx3:127,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
272,"(476, 0, 112, 157)",idx0:476_idx1:0_idx2:112_idx3:157,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
273,"(316, 0, 134, 220)",idx0:316_idx1:0_idx2:134_idx3:220,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
274,"(361, 0, 117, 216)",idx0:361_idx1:0_idx2:117_idx3:216,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
275,"(631, 0, 32, 92)",idx0:631_idx1:0_idx2:32_idx3:92,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
276,"(339, 0, 126, 225)",idx0:339_idx1:0_idx2:126_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
277,"(27, 0, 166, 362)",idx0:27_idx1:0_idx2:166_idx3:362,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
278,"(262, 0, 169, 219)",idx0:262_idx1:0_idx2:169_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
279,"(471, 0, 114, 160)",idx0:471_idx1:0_idx2:114_idx3:160,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
280,"(677, 0, 9, 69)",idx0:677_idx1:0_idx2:9_idx3:69,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
281,"(568, 0, 55, 130)",idx0:568_idx1:0_idx2:55_idx3:130,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
282,"(680, 0, 8, 67)",idx0:680_idx1:0_idx2:8_idx3:67,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
283,"(120, 0, 169, 294)",idx0:120_idx1:0_idx2:169_idx3:294,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
284,"(486, 0, 106, 158)",idx0:486_idx1:0_idx2:106_idx3:158,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
285,"(107, 0, 166, 303)",idx0:107_idx1:0_idx2:166_idx3:303,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
286,"(177, 0, 192, 263)",idx0:177_idx1:0_idx2:192_idx3:263,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
287,"(430, 0, 122, 191)",idx0:430_idx1:0_idx2:122_idx3:191,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
288,"(239, 0, 184, 224)",idx0:239_idx1:0_idx2:184_idx3:224,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
289,"(237, 0, 185, 225)",idx0:237_idx1:0_idx2:185_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
290,"(608, 0, 39, 107)",idx0:608_idx1:0_idx2:39_idx3:107,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
291,"(151, 0, 187, 281)",idx0:151_idx1:0_idx2:187_idx3:281,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
292,"(272, 0, 166, 223)",idx0:272_idx1:0_idx2:166_idx3:223,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
293,"(266, 0, 170, 221)",idx0:266_idx1:0_idx2:170_idx3:221,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
294,"(569, 0, 54, 130)",idx0:569_idx1:0_idx2:54_idx3:130,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
295,"(398, 0, 118, 210)",idx0:398_idx1:0_idx2:118_idx3:210,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
296,"(295, 0, 146, 224)",idx0:295_idx1:0_idx2:146_idx3:224,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
297,"(230, 0, 189, 228)",idx0:230_idx1:0_idx2:189_idx3:228,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
298,"(45, 0, 163, 351)",idx0:45_idx1:0_idx2:163_idx3:351,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
299,"(415, 0, 120, 202)",idx0:415_idx1:0_idx2:120_idx3:202,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
300,"(586, 0, 46, 122)",idx0:586_idx1:0_idx2:46_idx3:122,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
301,"(20, 0, 169, 366)",idx0:20_idx1:0_idx2:169_idx3:366,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
302,"(296, 0, 145, 224)",idx0:296_idx1:0_idx2:145_idx3:224,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
303,"(285, 0, 155, 225)",idx0:285_idx1:0_idx2:155_idx3:225,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
304,"(74, 0, 159, 329)",idx0:74_idx1:0_idx2:159_idx3:329,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
305,"(628, 0, 33, 94)",idx0:628_idx1:0_idx2:33_idx3:94,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
306,"(140, 0, 179, 284)",idx0:140_idx1:0_idx2:179_idx3:284,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
307,"(584, 0, 47, 123)",idx0:584_idx1:0_idx2:47_idx3:123,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
308,"(156, 0, 189, 278)",idx0:156_idx1:0_idx2:189_idx3:278,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
309,"(273, 0, 165, 223)",idx0:273_idx1:0_idx2:165_idx3:223,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
310,"(666, 0, 15, 74)",idx0:666_idx1:0_idx2:15_idx3:74,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
311,"(261, 0, 169, 218)",idx0:261_idx1:0_idx2:169_idx3:218,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
312,"(275, 0, 164, 224)",idx0:275_idx1:0_idx2:164_idx3:224,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
313,"(393, 0, 114, 211)",idx0:393_idx1:0_idx2:114_idx3:211,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
314,"(9, 0, 173, 373)",idx0:9_idx1:0_idx2:173_idx3:373,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
315,"(579, 0, 48, 126)",idx0:579_idx1:0_idx2:48_idx3:126,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
316,"(228, 0, 190, 229)",idx0:228_idx1:0_idx2:190_idx3:229,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
317,"(441, 0, 121, 181)",idx0:441_idx1:0_idx2:121_idx3:181,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
318,"(308, 0, 138, 219)",idx0:308_idx1:0_idx2:138_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
319,"(68, 0, 158, 333)",idx0:68_idx1:0_idx2:158_idx3:333,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
320,"(77, 0, 160, 327)",idx0:77_idx1:0_idx2:160_idx3:327,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
321,"(340, 0, 126, 224)",idx0:340_idx1:0_idx2:126_idx3:224,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
322,"(488, 0, 104, 158)",idx0:488_idx1:0_idx2:104_idx3:158,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
323,"(357, 0, 120, 215)",idx0:357_idx1:0_idx2:120_idx3:215,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
324,"(548, 0, 66, 139)",idx0:548_idx1:0_idx2:66_idx3:139,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
325,"(297, 0, 145, 223)",idx0:297_idx1:0_idx2:145_idx3:223,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
326,"(451, 0, 121, 173)",idx0:451_idx1:0_idx2:121_idx3:173,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
327,"(693, 0, 2, 60)",idx0:693_idx1:0_idx2:2_idx3:60,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
328,"(254, 0, 175, 219)",idx0:254_idx1:0_idx2:175_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
329,"(329, 0, 129, 228)",idx0:329_idx1:0_idx2:129_idx3:228,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
330,"(452, 0, 120, 173)",idx0:452_idx1:0_idx2:120_idx3:173,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
331,"(4, 0, 175, 376)",idx0:4_idx1:0_idx2:175_idx3:376,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
332,"(600, 0, 41, 113)",idx0:600_idx1:0_idx2:41_idx3:113,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
333,"(186, 0, 194, 256)",idx0:186_idx1:0_idx2:194_idx3:256,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
334,"(97, 0, 164, 311)",idx0:97_idx1:0_idx2:164_idx3:311,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
335,"(694, 0, 1, 60)",idx0:694_idx1:0_idx2:1_idx3:60,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000
336,"(220, 0, 194, 233)",idx0:220_idx1:0_idx2:194_idx3:233,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
337,"(2, 0, 176, 377)",idx0:2_idx1:0_idx2:176_idx3:377,sfr_rhk,1.0,1.00000000000000000000000000000000000000000000000000000000000
338,"(110, 0, 166, 301)",idx0:110_idx1:0_idx2:166_idx3:301,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
339,"(348, 0, 125, 219)",idx0:348_idx1:0_idx2:125_idx3:219,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
340,"(514, 0, 86, 153)",idx0:514_idx1:0_idx2:86_idx3:153,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
341,"(104, 0, 165, 305)",idx0:104_idx1:0_idx2:165_idx3:305,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
342,"(127, 0, 172, 290)",idx0:127_idx1:0_idx2:172_idx3:290,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
343,"(539, 0, 71, 143)",idx0:539_idx1:0_idx2:71_idx3:143,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
344,"(542, 0, 70, 141)",idx0:542_idx1:0_idx2:70_idx3:141,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
345,"(59, 0, 160, 340)",idx0:59_idx1:0_idx2:160_idx3:340,sfr_rhk,1.0,1.000000000000000000000000000000000000000000000000000000000000
346,"(422, 0, 120, 197)",idx0:422_idx1:0_idx2:120_idx3:197,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
347,"(469, 0, 115, 161)",idx0:469_idx1:0_idx2:115_idx3:161,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
348,"(364, 0, 116, 218)",idx0:364_idx1:0_idx2:116_idx3:218,sfr_rhk,1.0,1.0000000000000000000000000000000000000000000000000000000000000
